sensor_id,lokasi,tipe_sensor,timestamp,suhu,kelembapan,amonia,status_pintu,tekanan,pm25
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:06.130872+00:00,,,2.07,,,3.1
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:06.134962+00:00,,,,0,,12.18
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:06.137452+00:00,,,,0,,7.2
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:06.139436+00:00,,,,,63.16,13.8
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:06.141685+00:00,,,,,56.54,13.68
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:13.454819+00:00,-20.0,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:13.455258+00:00,-20.49,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:13.455584+00:00,,54.46,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:13.455874+00:00,,86.36,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:13.456264+00:00,,,8.87,,,13.3
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:13.456573+00:00,,,1.42,,,2.13
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:13.456955+00:00,,,,0,,7.1
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:13.457245+00:00,,,,0,,9.06
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:13.457553+00:00,,,,,62.99,25.88
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:13.457840+00:00,,,,,72.92,22.91
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:16.143658+00:00,-19.96,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:16.144384+00:00,-19.52,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:16.147160+00:00,,86.63,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:16.150253+00:00,,87.02,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:16.151697+00:00,,,1.52,,,2.28
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:16.152966+00:00,,,2.66,,,3.99
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:16.154256+00:00,,,,0,,12.93
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:16.157964+00:00,,,,0,,14.18
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:16.158529+00:00,,,,,79.21,16.16
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:16.159938+00:00,,,,,69.61,23.01
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:23.458419+00:00,-19.91,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:23.458869+00:00,-18.3,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:23.459321+00:00,,60.43,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:23.459888+00:00,,86.69,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:23.460257+00:00,,,6.07,,,9.11
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:23.460582+00:00,,,2.33,,,3.5
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:23.460903+00:00,,,,0,,12.44
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:23.461241+00:00,,,,1,,164.56
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:23.461516+00:00,,,,,79.49,18.94
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:23.461784+00:00,,,,,9.11,171.52
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:26.162334+00:00,-19.44,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:26.162594+00:00,-21.47,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:26.162839+00:00,,88.34,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:26.163068+00:00,,94.19,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:26.163199+00:00,,,5.58,,,8.37
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:26.163379+00:00,,,44.33,,,265.98
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:26.163620+00:00,,,,0,,8.89
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:26.164013+00:00,,,,0,,18.71
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:26.164337+00:00,,,,,74.55,10.14
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:26.164577+00:00,,,,,67.37,23.91
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:33.462848+00:00,-21.77,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:33.463301+00:00,-21.1,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:33.463701+00:00,,85.48,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:33.464061+00:00,,87.33,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:33.464396+00:00,,,4.23,,,6.35
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:33.464720+00:00,,,1.82,,,2.73
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:33.465074+00:00,,,,0,,16.83
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:33.465657+00:00,,,,0,,7.36
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:33.466403+00:00,,,,,59.4,11.59
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:33.466849+00:00,,,,,76.69,26.54
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:36.169906+00:00,-19.48,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:36.171056+00:00,-21.92,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:36.178370+00:00,,87.38,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:36.182814+00:00,,94.59,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:36.184694+00:00,,,1.45,,,2.17
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:36.185322+00:00,,,3.89,,,5.83
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:36.185956+00:00,,,,0,,6.22
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:36.189854+00:00,,,,0,,11.75
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:36.190875+00:00,,,,,74.71,25.9
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:36.191793+00:00,,,,,65.18,16.02
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:43.467881+00:00,-21.35,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:43.468295+00:00,-18.65,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:43.468607+00:00,,85.46,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:43.468915+00:00,,89.42,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:43.469252+00:00,,,4.86,,,7.29
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:43.469601+00:00,,,0.62,,,0.93
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:43.469889+00:00,,,,0,,19.11
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:43.470178+00:00,,,,0,,15.87
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:43.470479+00:00,,,,,79.02,13.2
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:43.470695+00:00,,,,,72.14,15.36
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:46.193941+00:00,-21.85,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:46.194979+00:00,-20.86,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:46.195513+00:00,,86.26,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:46.196007+00:00,,89.64,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:46.196367+00:00,,,1.02,,,1.53
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:46.196765+00:00,,,2.37,,,3.56
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:46.197244+00:00,,,,0,,15.17
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:46.197607+00:00,,,,0,,12.31
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:46.197916+00:00,,,,,64.89,26.83
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:46.198186+00:00,,,,,62.58,20.36
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:53.471700+00:00,-19.24,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:53.472238+00:00,-20.64,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:53.473368+00:00,,93.09,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:53.473844+00:00,,88.88,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:53.474273+00:00,,,0.83,,,1.24
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:53.474883+00:00,,,0.62,,,0.93
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:53.475176+00:00,,,,0,,14.4
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:53.475467+00:00,,,,0,,12.1
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:53.475774+00:00,,,,,64.36,19.54
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:53.476053+00:00,,,,,73.59,21.41
TEMP-A1,Cold Room A,suhu,2026-05-07T08:34:56.203335+00:00,-21.63,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:34:56.204233+00:00,-20.47,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:34:56.206002+00:00,,88.63,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:34:56.210909+00:00,,90.81,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:34:56.211787+00:00,,,7.07,,,10.61
NH3-B1,Cold Room B,amonia,2026-05-07T08:34:56.213026+00:00,,,9.38,,,14.07
DOOR-A1,Cold Room A,pintu,2026-05-07T08:34:56.216420+00:00,,,,0,,7.98
DOOR-B1,Cold Room B,pintu,2026-05-07T08:34:56.217322+00:00,,,,0,,10.2
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:34:56.219186+00:00,,,,,75.93,29.18
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:34:56.224964+00:00,,,,,54.21,17.99
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:03.477050+00:00,-6.43,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:03.477297+00:00,-19.92,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:03.477470+00:00,,86.39,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:03.477643+00:00,,88.21,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:03.477820+00:00,,,9.37,,,14.05
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:03.477979+00:00,,,4.77,,,7.15
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:03.478174+00:00,,,,0,,14.48
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:03.478369+00:00,,,,0,,18.39
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:03.478543+00:00,,,,,68.83,23.59
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:03.478706+00:00,,,,,75.03,28.38
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:06.229494+00:00,-21.57,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:06.232107+00:00,-18.01,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:06.235037+00:00,,54.31,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:06.237158+00:00,,86.96,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:06.238485+00:00,,,0.64,,,0.96
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:06.239710+00:00,,,1.27,,,1.91
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:06.241739+00:00,,,,0,,5.08
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:06.242243+00:00,,,,0,,12.02
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:06.243051+00:00,,,,,69.86,15.58
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:06.244557+00:00,,,,,57.27,28.91
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:13.479226+00:00,-19.2,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:13.480145+00:00,-19.14,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:13.480531+00:00,,90.19,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:13.480834+00:00,,87.23,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:13.481148+00:00,,,6.35,,,9.52
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:13.481454+00:00,,,6.34,,,9.51
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:13.481813+00:00,,,,0,,13.62
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:13.482082+00:00,,,,0,,16.25
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:13.482479+00:00,,,,,63.43,26.69
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:13.482792+00:00,,,,,60.93,20.65
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:16.246124+00:00,-19.09,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:16.246412+00:00,-21.23,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:16.246590+00:00,,93.89,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:16.246948+00:00,,94.38,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:16.247443+00:00,,,1.58,,,2.37
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:16.251832+00:00,,,4.05,,,6.07
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:16.254152+00:00,,,,0,,19.92
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:16.255983+00:00,,,,0,,7.24
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:16.257214+00:00,,,,,54.27,12.2
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:16.259474+00:00,,,,,60.82,28.17
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:23.483279+00:00,-20.38,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:23.483748+00:00,-21.01,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:23.484114+00:00,,87.93,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:23.484436+00:00,,58.44,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:23.484773+00:00,,,5.15,,,7.73
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:23.485126+00:00,,,1.11,,,1.67
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:23.485416+00:00,,,,0,,16.6
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:23.485771+00:00,,,,1,,172.5
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:23.486123+00:00,,,,,62.44,28.25
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:23.486412+00:00,,,,,52.15,12.87
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:26.264848+00:00,-18.88,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:26.266006+00:00,-6.29,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:26.267107+00:00,,87.66,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:26.268104+00:00,,86.39,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:26.272228+00:00,,,8.88,,,13.32
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:26.273489+00:00,,,8.91,,,13.37
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:26.274415+00:00,,,,0,,12.47
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:26.277650+00:00,,,,1,,189.31
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:26.279827+00:00,,,,,69.48,28.23
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:26.280327+00:00,,,,,72.76,11.57
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:33.487402+00:00,-7.35,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:33.487965+00:00,-21.59,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:33.488456+00:00,,85.24,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:33.488753+00:00,,90.27,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:33.489306+00:00,,,2.4,,,3.6
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:33.489593+00:00,,,4.12,,,6.18
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:33.489978+00:00,,,,0,,14.01
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:33.490321+00:00,,,,0,,14.23
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:33.490569+00:00,,,,,70.25,14.46
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:33.490932+00:00,,,,,71.59,17.39
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:36.283584+00:00,-18.53,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:36.285322+00:00,-18.33,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:36.286135+00:00,,88.68,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:36.288178+00:00,,91.54,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:36.290795+00:00,,,0.67,,,1.01
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:36.292141+00:00,,,7.23,,,10.85
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:36.294697+00:00,,,,0,,15.07
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:36.300054+00:00,,,,0,,12.7
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:36.302092+00:00,,,,,74.59,27.99
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:36.302668+00:00,,,,,50.07,12.96
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:43.491871+00:00,-21.82,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:43.492438+00:00,-18.05,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:43.493159+00:00,,93.95,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:43.493597+00:00,,85.78,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:43.493952+00:00,,,3.23,,,4.84
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:43.494290+00:00,,,9.02,,,13.53
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:43.494621+00:00,,,,0,,13.52
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:43.494885+00:00,,,,0,,9.41
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:43.495209+00:00,,,,,76.65,10.78
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:43.495797+00:00,,,,,68.72,16.02
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:46.307032+00:00,-7.35,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:46.308831+00:00,-20.67,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:46.310975+00:00,,93.63,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:46.312807+00:00,,87.03,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:46.316265+00:00,,,5.05,,,7.57
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:46.318500+00:00,,,7.48,,,11.22
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:46.320300+00:00,,,,1,,160.03
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:46.323094+00:00,,,,0,,8.74
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:46.326616+00:00,,,,,56.63,26.31
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:46.329618+00:00,,,,,78.49,28.48
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:53.496354+00:00,-21.9,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:53.496572+00:00,-18.36,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:53.496729+00:00,,88.13,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:53.496882+00:00,,92.55,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:53.497025+00:00,,,5.18,,,7.77
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:53.497193+00:00,,,8.8,,,13.2
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:53.497400+00:00,,,,0,,15.59
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:53.497585+00:00,,,,0,,19.88
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:53.497751+00:00,,,,,54.4,24.71
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:53.497908+00:00,,,,,59.08,23.5
TEMP-A1,Cold Room A,suhu,2026-05-07T08:35:56.330758+00:00,-18.1,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:35:56.331653+00:00,-18.7,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:35:56.332112+00:00,,88.38,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:35:56.332569+00:00,,93.34,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:35:56.333002+00:00,,,5.04,,,7.56
NH3-B1,Cold Room B,amonia,2026-05-07T08:35:56.333519+00:00,,,8.56,,,12.84
DOOR-A1,Cold Room A,pintu,2026-05-07T08:35:56.333964+00:00,,,,0,,14.62
DOOR-B1,Cold Room B,pintu,2026-05-07T08:35:56.334358+00:00,,,,0,,10.3
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:35:56.334781+00:00,,,,,66.5,17.09
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:35:56.335250+00:00,,,,,54.16,13.1
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:03.498350+00:00,-19.57,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:03.498844+00:00,-20.49,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:03.499217+00:00,,86.95,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:03.500393+00:00,,89.19,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:03.500726+00:00,,,7.4,,,11.1
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:03.501066+00:00,,,3.62,,,5.43
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:03.501411+00:00,,,,1,,191.23
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:03.501787+00:00,,,,0,,19.06
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:03.502315+00:00,,,,,73.98,21.15
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:03.502592+00:00,,,,,63.58,28.92
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:06.339066+00:00,-21.08,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:06.340556+00:00,-20.87,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:06.342411+00:00,,93.68,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:06.346103+00:00,,91.27,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:06.346650+00:00,,,3.33,,,5.0
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:06.347587+00:00,,,7.86,,,11.79
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:06.347870+00:00,,,,0,,7.11
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:06.348223+00:00,,,,0,,6.88
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:06.348537+00:00,,,,,59.81,12.11
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:06.348893+00:00,,,,,61.05,23.85
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:13.503185+00:00,-20.5,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:13.503703+00:00,-20.94,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:13.504035+00:00,,88.3,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:13.504354+00:00,,87.69,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:13.504706+00:00,,,6.43,,,9.64
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:13.505077+00:00,,,2.93,,,4.4
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:13.505424+00:00,,,,0,,17.39
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:13.505737+00:00,,,,0,,18.26
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:13.506046+00:00,,,,,78.48,13.16
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:13.506447+00:00,,,,,78.06,24.26
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:16.353630+00:00,-20.02,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:16.354672+00:00,-19.35,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:16.355809+00:00,,91.02,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:16.360782+00:00,,59.79,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:16.362244+00:00,,,9.25,,,13.88
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:16.363125+00:00,,,6.9,,,10.35
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:16.363630+00:00,,,,0,,14.08
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:16.368068+00:00,,,,0,,18.96
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:16.368779+00:00,,,,,78.66,11.99
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:16.369488+00:00,,,,,73.58,24.62
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:23.507492+00:00,-19.04,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:23.507959+00:00,-19.06,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:23.508301+00:00,,87.68,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:23.508662+00:00,,88.83,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:23.508957+00:00,,,1.24,,,1.86
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:23.509278+00:00,,,7.14,,,10.71
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:23.509558+00:00,,,,0,,13.78
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:23.509815+00:00,,,,0,,16.02
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:23.510149+00:00,,,,,75.4,19.11
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:23.510452+00:00,,,,,72.26,11.8
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:26.370858+00:00,-19.65,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:26.373292+00:00,-19.14,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:26.374939+00:00,,86.43,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:26.378423+00:00,,85.55,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:26.383400+00:00,,,2.94,,,4.41
